Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Release Code,Release,Unit,Y2017,Y2017F,Y2018,Y2018F,Y2019,Y2019F,Y2020,Y2020F,Y2021,Y2021F,Y2022,Y2022F,Y2023,Y2023F,Y2024,Y2024F
"5104","'018","Southern Africa","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.17","E",,,,,,
"5104","'018","Southern Africa","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.37","E",,,,,,
"5104","'018","Southern Africa","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.79","E",,,,,,
"5104","'018","Southern Africa","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.53","E",,,,,,
"5104","'018","Southern Africa","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.2","E",,,,,,
"5104","'018","Southern Africa","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","61.2","E","60.7","E","60.7","E","62.4","E","61.6","E","61.4","E","62","E","62","E"
"5104","'018","Southern Africa","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","61.4","E","60.9","E","60.9","E","62.6","E","61.7","E","61.5","E",,,,
"5104","'018","Southern Africa","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","40.2","E","40.6","E","41.2","E","43.1","E","43.2","E","43.7","E","44.8","E","45.3","E"
"5104","'018","Southern Africa","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","40.4","E","40.7","E","41.4","E","43.2","E","43.3","E","43.8","E",,,,
"5105","'011","Western Africa","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","2.95","E","3","E","3.06","E","3.19","E","3.39","E","3.77","E","4.01","E","4.21","E"
"5105","'011","Western Africa","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.65","E",,,,,,
"5105","'011","Western Africa","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.2","E",,,,,,
"5105","'011","Western Africa","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.32","E",,,,,,
"5105","'011","Western Africa","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.61","E",,,,,,
"5105","'011","Western Africa","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.43","E",,,,,,
"5105","'011","Western Africa","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.19","E",,,,,,
"5105","'011","Western Africa","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","68.4","E","67.2","E","66.5","E","68.5","E","68.9","E","69.3","E","69.7","E","70","E"
"5105","'011","Western Africa","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","68.3","E","67.2","E","66.5","E","68.4","E","68.8","E","69.3","E",,,,
"5105","'011","Western Africa","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","265.1","E","267","E","270.5","E","285","E","293.4","E","302.3","E","310.8","E","319.6","E"
"5105","'011","Western Africa","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","264.5","E","267","E","270.6","E","284.6","E","293","E","301.9","E",,,,
"420","'202","Sub-Saharan Africa","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","3.07","E","3.1","E","3.18","E","3.31","E","3.51","E","3.88","E","4.15","E","4.37","E"
"420","'202","Sub-Saharan Africa","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.67","E",,,,,,
"420","'202","Sub-Saharan Africa","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.23","E",,,,,,
"420","'202","Sub-Saharan Africa","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.35","E",,,,,,
"420","'202","Sub-Saharan Africa","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.65","E",,,,,,
"420","'202","Sub-Saharan Africa","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.42","E",,,,,,
"420","'202","Sub-Saharan Africa","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.2","E",,,,,,
"420","'202","Sub-Saharan Africa","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","71.8","E","70.6","E","70.2","E","71.7","E","72","E","72.2","E","72.1","E","72.1","E"
"420","'202","Sub-Saharan Africa","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","71.6","E","70.7","E","70.3","E","71.7","E","71.9","E","72.2","E",,,,
"420","'202","Sub-Saharan Africa","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","746.7","E","753.6","E","769.3","E","806.4","E","830.2","E","853.2","E","873.7","E","896.5","E"
"420","'202","Sub-Saharan Africa","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","745.4","E","754.9","E","770.8","E","806.2","E","829.8","E","853.5","E",,,,
"5203","'021","Northern America","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","2.71","E","2.75","E","2.84","E","2.98","E","3.14","E","3.5","E","3.75","E","3.85","E"
"5203","'021","Northern America","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.47","E",,,,,,
"5203","'021","Northern America","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.81","E",,,,,,
"5203","'021","Northern America","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.27","E",,,,,,
"5203","'021","Northern America","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.9","E",,,,,,
"5203","'021","Northern America","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.6","E",,,,,,
"5203","'021","Northern America","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.1","E",,,,,,
"5203","'021","Northern America","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","4.8","E","4.5","E","4.1","E","3.2","E","2.5","E","4.5","E","4.6","E","4.3","E"
"5203","'021","Northern America","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","4.8","E","4.5","E","4.1","E","3.2","E","2.5","E","4.5","E",,,,
"5203","'021","Northern America","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","17.8","E","16.9","E","15.4","E","12.3","E","9.7","E","17.3","E","17.5","E","16.7","E"
"5203","'021","Northern America","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","17.8","E","16.9","E","15.4","E","12.3","E","9.7","E","17.3","E",,,,
"5204","'013","Central America","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","3.35","E","3.38","E","3.46","E","3.55","E","3.71","E","4.15","E","4.51","E","4.69","E"
"5204","'013","Central America","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.68","E",,,,,,
"5204","'013","Central America","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.03","E",,,,,,
"5204","'013","Central America","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.38","E",,,,,,
"5204","'013","Central America","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.87","E",,,,,,
"5204","'013","Central America","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.55","E",,,,,,
"5204","'013","Central America","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.21","E",,,,,,
"5204","'013","Central America","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","31.2","E","30.2","E","28.7","E","32.9","E","28.5","E","26.5","E","26.2","E","25.9","E"
"5204","'013","Central America","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","30.7","E","29.8","E","27.9","E","31.9","E","27.6","E","26.3","E",,,,
"5204","'013","Central America","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","53.5","E","52.4","E","50.2","E","58.2","E","50.8","E","47.6","E","47.5","E","47.5","E"
"5204","'013","Central America","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","52.7","E","51.6","E","48.9","E","56.4","E","49.3","E","47.3","E",,,,
"348","'420","Latin America","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","3.39","E","3.42","E","3.54","E","3.7","E","3.91","E","4.36","E","4.72","E","4.87","E"
"348","'420","Latin America","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.63","E",,,,,,
"348","'420","Latin America","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.97","E",,,,,,
"348","'420","Latin America","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.51","E",,,,,,
"348","'420","Latin America","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.84","E",,,,,,
"348","'420","Latin America","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.65","E",,,,,,
"348","'420","Latin America","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.19","E",,,,,,
"348","'420","Latin America","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","27.9","E","27.2","E","26.8","E","27.8","E","28.9","E","26.2","E","26.1","E","25.7","E"
"348","'420","Latin America","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","27.9","E","27.1","E","26.5","E","27.4","E","28.6","E","26.1","E",,,,
"348","'420","Latin America","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","164.2","E","161.6","E","160.2","E","167.7","E","175.3","E","159.9","E","160.2","E","159.4","E"
"348","'420","Latin America","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","164.1","E","160.8","E","158.7","E","165.3","E","173.4","E","159.3","E",,,,
"5205","'419","Latin America and the Caribbean","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","3.58","E","3.67","E","3.78","E","3.96","E","4.16","E","4.62","E","4.97","E","5.16","E"
"5205","'419","Latin America and the Caribbean","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.67","E",,,,,,
"5205","'419","Latin America and the Caribbean","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.93","E",,,,,,
"5205","'419","Latin America and the Caribbean","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.49","E",,,,,,
"5205","'419","Latin America and the Caribbean","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1","E",,,,,,
"5205","'419","Latin America and the Caribbean","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.8","E",,,,,,
"5205","'419","Latin America and the Caribbean","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.19","E",,,,,,
"5205","'419","Latin America and the Caribbean","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","29.2","E","28.5","E","28.1","E","29.3","E","30.3","E","27.8","E","27.7","E","27.4","E"
"5205","'419","Latin America and the Caribbean","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","29.2","E","28.4","E","27.8","E","28.9","E","30","E","27.7","E",,,,
"5205","'419","Latin America and the Caribbean","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","184.5","E","181.5","E","180.3","E","189.4","E","197.3","E","181.9","E","182.4","E","181.9","E"
"5205","'419","Latin America and the Caribbean","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","184.4","E","180.6","E","178.7","E","186.9","E","195.4","E","181.2","E",,,,
"5206","'029","Caribbean","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","3.79","E","3.93","E","4.04","E","4.23","E","4.42","E","4.9","E","5.24","E","5.48","E"
"5206","'029","Caribbean","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.72","E",,,,,,
"5206","'029","Caribbean","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.87","E",,,,,,
"5206","'029","Caribbean","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.47","E",,,,,,
"5206","'029","Caribbean","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.21","E",,,,,,
"5206","'029","Caribbean","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1","E",,,,,,
"5206","'029","Caribbean","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.19","E",,,,,,
"5206","'029","Caribbean","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","47.3","E","45.9","E","46.1","E","49.5","E","50.1","E","50","E","50.1","E","50.7","E"
"5206","'029","Caribbean","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","47.2","E","45.8","E","46","E","49.4","E","50","E","49.9","E",,,,
"5206","'029","Caribbean","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","20.4","E","19.9","E","20.1","E","21.6","E","22","E","22","E","22.2","E","22.5","E"
"5206","'029","Caribbean","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","20.3","E","19.8","E","20","E","21.6","E","22","E","22","E",,,,
"5207","'005","South America","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","3.41","E","3.45","E","3.6","E","3.8","E","4.03","E","4.49","E","4.85","E","4.98","E"
"5207","'005","South America","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.6","E",,,,,,
"5207","'005","South America","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.93","E",,,,,,
"5207","'005","South America","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.6","E",,,,,,
"5207","'005","South America","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.81","E",,,,,,
"5207","'005","South America","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.72","E",,,,,,
"5207","'005","South America","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.18","E",,,,,,
"5207","'005","South America","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","26.5","E","26","E","26","E","25.7","E","29.1","E","26.1","E","26","E","25.7","E"
"5207","'005","South America","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","26.7","E","26","E","25.9","E","25.5","E","29","E","26","E",,,,
"5207","'005","South America","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","110.7","E","109.3","E","109.9","E","109.5","E","124.5","E","112.2","E","112.7","E","111.9","E"
"5207","'005","South America","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","111.4","E","109.2","E","109.8","E","108.9","E","124.1","E","112","E",,,,
"5208","'513","Northern America and Europe","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","2.77","E","2.83","E","2.96","E","3.04","E","3.14","E","3.58","E","3.9","E","4.02","E"
"5208","'513","Northern America and Europe","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.41","E",,,,,,
"5208","'513","Northern America and Europe","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.77","E",,,,,,
"5208","'513","Northern America and Europe","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.35","E",,,,,,
"5208","'513","Northern America and Europe","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.78","E",,,,,,
"5208","'513","Northern America and Europe","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.73","E",,,,,,
"5208","'513","Northern America and Europe","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.1","E",,,,,,
"5208","'513","Northern America and Europe","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","7.2","E","6.9","E","6.2","E","5.8","E","5","E","5.3","E","5.2","E","5","E"
"5208","'513","Northern America and Europe","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","7.2","E","6.9","E","6.3","E","5.9","E","5","E","5.3","E",,,,
"5208","'513","Northern America and Europe","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","80.1","E","77.3","E","69.9","E","65.6","E","56","E","59.3","E","58.9","E","56.2","E"
"5208","'513","Northern America and Europe","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","80.1","E","77.5","E","70.4","E","66.1","E","56.4","E","60.2","E",,,,
"5300","'142","Asia","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","3.21","E","3.27","E","3.36","E","3.54","E","3.72","E","4.09","E","4.31","E","4.43","E"
"5300","'142","Asia","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.59","E",,,,,,
"5300","'142","Asia","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.02","E",,,,,,
"5300","'142","Asia","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.39","E",,,,,,
"5300","'142","Asia","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.72","E",,,,,,
"5300","'142","Asia","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.82","E",,,,,,
"5300","'142","Asia","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.19","E",,,,,,
"5300","'142","Asia","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","39.9","E","36.9","E","35.3","E","37.3","E","33.2","E","31.5","E","29.8","E","28.1","E"
"5300","'142","Asia","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","44","E","39.8","E","37.2","E","39.3","E","35.1","E","33.7","E",,,,
"5300","'142","Asia","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","1825.7","E","1703.7","E","1640.2","E","1747","E","1568.4","E","1495.8","E","1423.5","E","1348.6","E"
"5300","'142","Asia","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","2010.2","E","1836.2","E","1729.1","E","1840.6","E","1656.7","E","1598.2","E",,,,
"5301","'143","Central Asia","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","3.11","E","3.04","E","3.1","E","3.26","E","3.38","E","3.7","E","3.81","E","3.78","E"
"5301","'143","Central Asia","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.68","E",,,,,,
"5301","'143","Central Asia","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.89","E",,,,,,
"5301","'143","Central Asia","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.31","E",,,,,,
"5301","'143","Central Asia","70100","Cost of vegetables, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.44","E",,,,,,
"5301","'143","Central Asia","70110","Cost of fruits, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.85","E",,,,,,
"5301","'143","Central Asia","70120","Cost of oils and fats, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.22","E",,,,,,
"5301","'143","Central Asia","7005","Prevalence of unaffordability (PUA), percent","6121","Value","7S2025","July 2025 (SOFI report)","%","21","E","18.6","E","17.6","E","19","E","16.9","E","16.4","E","15.6","E","14","E"
"5301","'143","Central Asia","7005","Prevalence of unaffordability (PUA), percent","6121","Value","12U2024","December 2024 (Update)","%","21.2","E","18.5","E","17.6","E","19.1","E","17.1","E","16.3","E",,,,
"5301","'143","Central Asia","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","7S2025","July 2025 (SOFI report)","million No","15.2","E","13.7","E","13.2","E","14.5","E","13.2","E","13","E","12.6","E","11.5","E"
"5301","'143","Central Asia","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Value","12U2024","December 2024 (Update)","million No","15.4","E","13.6","E","13.2","E","14.6","E","13.3","E","13","E",,,,
"5302","'030","Eastern Asia","70040","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day","4.08","E","4.22","E","4.36","E","4.66","E","4.89","E","5.39","E","5.74","E","5.95","E"
"5302","'030","Eastern Asia","70070","Cost of starchy staples, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.8","E",,,,,,
"5302","'030","Eastern Asia","70080","Cost of animal source foods, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"1.11","E",,,,,,
"5302","'030","Eastern Asia","70090","Cost of legumes, nuts and seeds, PPP dollar per person per day","6226","Value","7S2025","July 2025 (SOFI report)","Int$ (PPP) per person per day",,,,,,,,,"0.46","E",,,,,,
